album,year,number,title,lyric,,
,,reputation,Delicate,"My reputation's never been worse, so",38,2017
,,reputation,Delicate,You must like me for me…,39,2017
,,reputation,Delicate,"Yeah, I want you...",40,2017
,,reputation,Delicate,We can't make,41,2017
,,reputation,Delicate,"Any promises now, can we, babe?",42,2017
,,reputation,Delicate,But you can make me a drink,43,2017
,,reputation,Delicate,Is it cool that I said all that?,44,2017
,,reputation,Delicate,Is it chill that you're in my head?,45,2017
,,reputation,Delicate,'Cause I know that it's delicate (delicate),46,2017
,,reputation,Delicate,Is it cool that I said all that?,47,2017
,,reputation,Delicate,Is it too soon to do this yet?,48,2017
,,reputation,Delicate,'Cause I know that it's delicate,49,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it? Isn't it?,50,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it?,51,2017
,,reputation,Delicate,Isn't it delicate?,52,2017
,,reputation,Delicate,Sometimes I wonder when you sleep,53,2017
,,reputation,Delicate,Are you ever dreaming of me?,54,2017
,,reputation,Delicate,Sometimes when I look into your eyes,55,2017
,,reputation,Delicate,"I pretend you're mine, all the damn time",56,2017
,,reputation,Delicate,'Cause I like you,57,2017
,,reputation,Delicate,Is it cool that I said all that?,58,2017
,,reputation,Delicate,Is it chill that you're in my head?,59,2017
,,reputation,Delicate,'Cause I know that it's delicate (delicate),60,2017
,,reputation,Delicate,"(Yeah, I want you)",61,2017
,,reputation,Delicate,Is it cool that I said all that?,62,2017
,,reputation,Delicate,Is it too soon to do this yet?,63,2017
,,reputation,Delicate,'Cause I know that it's delicate (delicate),64,2017
,,reputation,Delicate,'Cause I like you,65,2017
,,reputation,Delicate,Is it cool that I said all that?,66,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it? Isn't it?,67,2017
,,reputation,Delicate,Is it chill that you're in my head?,68,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it? Isn't it?,69,2017
,,reputation,Delicate,'Cause I know that it's delicate,70,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it? Isn't it?,71,2017
,,reputation,Delicate,"(Yeah, I want you)",72,2017
,,reputation,Delicate,Is it cool that I said all that?,73,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it? Isn't it?,74,2017
,,reputation,Delicate,Is it too soon to do this yet?,75,2017
,,reputation,Delicate,Isn't it? Isn't it? Isn't it?,76,2017
,,reputation,Delicate,'Cause I know that it's delicate,77,2017
,,reputation,Delicate,Isn't it delicate?,78,2017
,,reputation,Look What You Made Me Do,I don't like your little games,1,2017
,,reputation,Look What You Made Me Do,Don't like your tilted stage,2,2017
,,reputation,Look What You Made Me Do,The role you made me play,3,2017
,,reputation,Look What You Made Me Do,"Of the fool, no, I don't like you",4,2017
,,reputation,Look What You Made Me Do,I don't like your perfect crime,5,2017
,,reputation,Look What You Made Me Do,How you laugh when you lie,6,2017
,,reputation,Look What You Made Me Do,You said the gun was mine,7,2017
,,reputation,Look What You Made Me Do,"Isn't cool, no, I don't like you (oh)",8,2017
,,reputation,Look What You Made Me Do,"But I got smarter, I got harder in the nick of time",9,2017
,,reputation,Look What You Made Me Do,"Honey, I rose up from the dead, I do it all the time",10,2017
,,reputation,Look What You Made Me Do,"I've got a list of names and yours is in red, underlined",11,2017
,,reputation,Look What You Made Me Do,"I check it once, then I check it twice, oh!",12,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",13,2017
,,reputation,Look What You Made Me Do,Look what you made me do,14,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,15,2017
,,reputation,Look What You Made Me Do,Look what you just made me—,16,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",17,2017
,,reputation,Look What You Made Me Do,Look what you made me do,18,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,19,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,20,2017
,,reputation,Look What You Made Me Do,I don't like your kingdom keys,21,2017
,,reputation,Look What You Made Me Do,They once belonged to me,22,2017
,,reputation,Look What You Made Me Do,You asked me for a place to sleep,23,2017
,,reputation,Look What You Made Me Do,Locked me out and threw a feast (what?),24,2017
,,reputation,Look What You Made Me Do,"The world moves on, another day, another drama, drama",25,2017
,,reputation,Look What You Made Me Do,"But not for me, not for me, all I think about is karma",26,2017
,,reputation,Look What You Made Me Do,"And then the world moves on, but one thing's for sure",27,2017
,,reputation,Look What You Made Me Do,"Maybe I got mine, but you'll all get yours",28,2017
,,reputation,Look What You Made Me Do,"But I got smarter, I got harder in the nick of time",29,2017
,,reputation,Look What You Made Me Do,"Honey, I rose up from the dead, I do it all the time",30,2017
,,reputation,Look What You Made Me Do,"I've got a list of names and yours is in red, underlined",31,2017
,,reputation,Look What You Made Me Do,"I check it once, then I check it twice, oh!",32,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",33,2017
,,reputation,Look What You Made Me Do,Look what you made me do,34,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,35,2017
,,reputation,Look What You Made Me Do,Look what you just made me—,36,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",37,2017
,,reputation,Look What You Made Me Do,Look what you made me do,38,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,39,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,40,2017
,,reputation,Look What You Made Me Do,I don't trust nobody and nobody trusts me,41,2017
,,reputation,Look What You Made Me Do,I'll be the actress starring in your bad dreams,42,2017
,,reputation,Look What You Made Me Do,I don't trust nobody and nobody trusts me,43,2017
,,reputation,Look What You Made Me Do,I'll be the actress starring in your bad dreams,44,2017
,,reputation,Look What You Made Me Do,I don't trust nobody and nobody trusts me,45,2017
,,reputation,Look What You Made Me Do,I'll be the actress starring in your bad dreams,46,2017
,,reputation,Look What You Made Me Do,I don't trust nobody and nobody trusts me,47,2017
,,reputation,Look What You Made Me Do,I'll be the actress starring in your bad dreams,48,2017
,,reputation,Look What You Made Me Do,"(Ooh, look what you made me do",49,2017
,,reputation,Look What You Made Me Do,Look what you made me do,50,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,51,2017
,,reputation,Look What You Made Me Do,Look what you just made me—,52,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",53,2017
,,reputation,Look What You Made Me Do,Look what you made me do,54,2017
,,reputation,Look What You Made Me Do,Look what you just made me—),55,2017
,,reputation,Look What You Made Me Do,"""I'm sorry, the old Taylor can't come to the phone right now",56,2017
,,reputation,Look What You Made Me Do,"""Why? Oh, 'cause she's dead!"" (Oh)",57,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",58,2017
,,reputation,Look What You Made Me Do,Look what you made me do,59,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,60,2017
,,reputation,Look What You Made Me Do,Look what you just made me—,61,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",62,2017
,,reputation,Look What You Made Me Do,Look what you made me do,63,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,64,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,65,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",66,2017
,,reputation,Look What You Made Me Do,Look what you made me do,67,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,68,2017
,,reputation,Look What You Made Me Do,Look what you just made me—,69,2017
,,reputation,Look What You Made Me Do,"Ooh, look what you made me do",70,2017
,,reputation,Look What You Made Me Do,Look what you made me do,71,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,72,2017
,,reputation,Look What You Made Me Do,Look what you just made me do,73,2017
,,reputation,So It Goes...,See you in the dark,1,2017
,,reputation,So It Goes...,"All eyes on you, my magician",2,2017
,,reputation,So It Goes...,All eyes on us,3,2017
,,reputation,So It Goes...,"You make everyone disappear, and",4,2017
,,reputation,So It Goes...,Cut me into pieces,5,2017
,,reputation,So It Goes...,"Gold cage, hostage to my feelings",6,2017
,,reputation,So It Goes...,Back against the wall,7,2017
,,reputation,So It Goes...,"Trippin', trip-trippin' when you're gone",8,2017
,,reputation,So It Goes...,'Cause we break down a little,9,2017
,,reputation,So It Goes...,"But when you get me alone, it's so simple",10,2017
,,reputation,So It Goes...,"'Cause baby, I know what you know",11,2017
,,reputation,So It Goes...,We can feel it,12,2017
,,reputation,So It Goes...,And all the pieces fall,13,2017
,,reputation,So It Goes...,Right into place,14,2017
,,reputation,So It Goes...,Getting caught up in a moment,15,2017
,,reputation,So It Goes...,Lipstick on your face,16,2017
,,reputation,So It Goes...,So it goes…,17,2017
,,reputation,So It Goes...,I'm yours to keep,18,2017
,,reputation,So It Goes...,And I'm yours to lose,19,2017
,,reputation,So It Goes...,"You know I'm not a bad girl, but I",20,2017
,,reputation,So It Goes...,Do bad things with you,21,2017
,,reputation,So It Goes...,So it goes…,22,2017
,,reputation,So It Goes...,Met you in a bar,23,2017
,,reputation,So It Goes...,"All eyes on me, your illusionist",24,2017
,,reputation,So It Goes...,All eyes on us,25,2017
,,reputation,So It Goes...,I make all your gray days clear,26,2017
,,reputation,So It Goes...,And wear you like a necklace,27,2017
,,reputation,So It Goes...,"I'm so chill, but you make me jealous",28,2017
,,reputation,So It Goes...,But I got your heart,29,2017
,,reputation,So It Goes...,"Skippin', skip-skippin' when I'm gone",30,2017
,,reputation,So It Goes...,'Cause we break down a little,31,2017
,,reputation,So It Goes...,"But when I get you alone, it's so simple",32,2017
,,reputation,So It Goes...,"'Cause baby, I know what you know",33,2017
,,reputation,So It Goes...,We can feel it,34,2017
,,reputation,So It Goes...,And all the pieces fall,35,2017
,,reputation,So It Goes...,Right into place,36,2017
,,reputation,So It Goes...,Getting caught up in a moment,37,2017
,,reputation,So It Goes...,Lipstick on your face,38,2017
,,reputation,So It Goes...,So it goes…,39,2017
,,reputation,So It Goes...,I'm yours to keep,40,2017
,,reputation,So It Goes...,And I'm yours to lose,41,2017
,,reputation,So It Goes...,"You know I'm not a bad girl, but I",42,2017
,,reputation,So It Goes...,Do bad things with you,43,2017
,,reputation,So It Goes...,So it goes…,44,2017
,,reputation,So It Goes...,"Come here, dressed in black now",45,2017
,,reputation,So It Goes...,"So, so, so it goes",46,2017
,,reputation,So It Goes...,Scratches down your back now,47,2017
,,reputation,So It Goes...,"So, so, so it goes",48,2017
,,reputation,So It Goes...,You did a number on me,49,2017
,,reputation,So It Goes...,"But, honestly, baby, who's counting?",50,2017
,,reputation,So It Goes...,I did a number on you,51,2017
,,reputation,So It Goes...,"But, honestly, baby, who's counting?",52,2017
,,reputation,So It Goes...,You did a number on me,53,2017
,,reputation,So It Goes...,"But, honestly, baby, who's counting?",54,2017
,,reputation,So It Goes...,Who's counting?,55,2017
,,reputation,So It Goes...,"(1, 2, 3)",56,2017
,,reputation,So It Goes...,And all the pieces fall (pieces fall),57,2017
,,reputation,So It Goes...,Right into place,58,2017
,,reputation,So It Goes...,"Getting caught up in a moment (caught up, caught up)",59,2017
,,reputation,So It Goes...,Lipstick on your face,60,2017
,,reputation,So It Goes...,So it goes (goes)…,61,2017
,,reputation,So It Goes...,I'm yours to keep (oh),62,2017
,,reputation,So It Goes...,And I'm yours to lose (baby),63,2017
,,reputation,So It Goes...,"You know I'm not a bad girl, but I",64,2017
,,reputation,So It Goes...,Do bad things with you,65,2017
,,reputation,So It Goes...,So it goes…,66,2017
,,reputation,So It Goes...,"Come here, dressed in black now",67,2017
,,reputation,So It Goes...,"So, so, so it goes",68,2017
,,reputation,So It Goes...,Scratches down your back now,69,2017
,,reputation,So It Goes...,"So, so, so it goes",70,2017
,,reputation,So It Goes...,"Come here, dressed in black now",71,2017
,,reputation,So It Goes...,"So, so, so it goes",72,2017
,,reputation,So It Goes...,Scratches down your back now,73,2017
,,reputation,So It Goes...,"So, so, so it goes",74,2017
,,reputation,Gorgeous,Gorgeous,1,2017
,,reputation,Gorgeous,You should take it as a compliment,2,2017
,,reputation,Gorgeous,That I got drunk and made fun of the way you talk,3,2017
,,reputation,Gorgeous,You should think about the consequence,4,2017
,,reputation,Gorgeous,Of your magnetic field being a little too strong,5,2017
,,reputation,Gorgeous,"And I got a boyfriend, he's older than us",6,2017
,,reputation,Gorgeous,He's in the club doing I don't know what,7,2017
,,reputation,Gorgeous,"You're so cool, it makes me hate you so much",8,2017
,,reputation,Gorgeous,(I hate you so much),9,2017
,,reputation,Gorgeous,"Whiskey on ice, Sunset and Vine",10,2017
,,reputation,Gorgeous,You've ruined my life by not being mine,11,2017
,,reputation,Gorgeous,You're so gorgeous,12,2017
,,reputation,Gorgeous,I can't say anything to your face,13,2017
,,reputation,Gorgeous,'Cause look at your face,14,2017
,,reputation,Gorgeous,And I'm so furious,15,2017
,,reputation,Gorgeous,At you for making me feel this way,16,2017
,,reputation,Gorgeous,But what can I say?,17,2017
,,reputation,Gorgeous,You're gorgeous,18,2017
,,reputation,Gorgeous,You should take it as a compliment,19,2017
,,reputation,Gorgeous,That I'm talking to everyone here but you,20,2017
,,reputation,Gorgeous,And you should think about the consequence,21,2017
,,reputation,Gorgeous,Of you touching my hand in a darkened room,22,2017
,,reputation,Gorgeous,"If you've got a girlfriend, I'm jealous of her",23,2017
,,reputation,Gorgeous,But if you're single that's honestly worse,24,2017
,,reputation,Gorgeous,'Cause you're so gorgeous it actually hurts,25,2017
,,reputation,Gorgeous,"(Honey, it hurts)",26,2017
,,reputation,Gorgeous,Ocean blue eyes looking in mine,27,2017
,,reputation,Gorgeous,I feel like I might sink and drown and die,28,2017
,,reputation,Gorgeous,You're so gorgeous,29,2017
,,reputation,Gorgeous,I can't say anything to your face,30,2017
,,reputation,Gorgeous,'Cause look at your face,31,2017
,,reputation,Gorgeous,And I'm so furious,32,2017
,,reputation,Gorgeous,At you for making me feel this way,33,2017
,,reputation,Gorgeous,But what can I say?,34,2017
,,reputation,Gorgeous,You're gorgeous,35,2017
,,reputation,Gorgeous,You make me so happy it turns back to sad,36,2017
,,reputation,Gorgeous,There's nothing I hate more than what I can't have,37,2017
,,reputation,Gorgeous,And you are so gorgeous it makes me so mad,38,2017
,,reputation,Gorgeous,"You make me so happy it turns back to sad, yeah",39,2017
,,reputation,Gorgeous,There's nothing I hate more than what I can't have,40,2017
,,reputation,Gorgeous,Guess I'll just stumble on home to my cats,41,2017
,,reputation,Gorgeous,Alone,42,2017
,,reputation,Gorgeous,Unless you wanna come along,43,2017
,,reputation,Gorgeous,You're so gorgeous,44,2017
,,reputation,Gorgeous,I can't say anything to your face,45,2017
,,reputation,Gorgeous,'Cause look at your face,46,2017
,,reputation,Gorgeous,And I'm so furious,47,2017
,,reputation,Gorgeous,At you for making me feel this way,48,2017
,,reputation,Gorgeous,But what can I say?,49,2017
,,reputation,Gorgeous,You're gorgeous,50,2017
,,reputation,Gorgeous,You make me so happy it turns back to sad,51,2017
,,reputation,Gorgeous,There's nothing I hate more than what I can't have,52,2017
,,reputation,Gorgeous,And you are so gorgeous it makes me so mad,53,2017
,,reputation,Gorgeous,You're gorgeous,54,2017
,,reputation,Gorgeous,You make me so happy it turns back to sad,55,2017
,,reputation,Gorgeous,There's nothing I hate more than what I can't have,56,2017
,,reputation,Gorgeous,You are so gorgeous it makes me so mad,57,2017
,,reputation,Gorgeous,You're gorgeous,58,2017
,,reputation,Getaway Car,"No, nothing good starts in a getaway car",1,2017
,,reputation,Getaway Car,"It was the best of times, the worst of crimes",2,2017
,,reputation,Getaway Car,I struck a match and blew your mind,3,2017
,,reputation,Getaway Car,But I didn't mean it,4,2017
,,reputation,Getaway Car,And you didn't see it,5,2017
,,reputation,Getaway Car,"The ties were black, the lies were white",6,2017
,,reputation,Getaway Car,In shades of gray in candlelight,7,2017
,,reputation,Getaway Car,I wanted to leave him,8,2017
,,reputation,Getaway Car,I needed a reason,9,2017
,,reputation,Getaway Car,X marks the spot where we fell apart,10,2017
,,reputation,Getaway Car,"He poisoned the well, I was lyin' to myself",11,2017
,,reputation,Getaway Car,"I knew it from the first Old Fashioned, we were cursed",12,2017
,,reputation,Getaway Car,We never had a shotgun shot in the dark,13,2017
,,reputation,Getaway Car,(Oh!),14,2017
,,reputation,Getaway Car,You were drivin' the getaway car,15,2017
,,reputation,Getaway Car,"We were flyin', but we never get far",16,2017
,,reputation,Getaway Car,Don't pretend it's such a mystery,17,2017
,,reputation,Getaway Car,Think about the place where you first met me,18,2017
,,reputation,Getaway Car,Ridin' in a getaway car,19,2017
,,reputation,Getaway Car,There were sirens in the beat of your heart,20,2017
,,reputation,Getaway Car,I shoulda known I'd be the first to leave,21,2017
,,reputation,Getaway Car,Think about the place where you first met me,22,2017
,,reputation,Getaway Car,"In a getaway car, oh-oh-oh",23,2017
,,reputation,Getaway Car,"No, they never get far, oh-oh-ahh",24,2017
,,reputation,Getaway Car,"No, nothing good starts in a getaway car",25,2017
,,reputation,Getaway Car,"It was the great escape, the prison break",26,2017
,,reputation,Getaway Car,The light of freedom on my face,27,2017
,,reputation,Getaway Car,But you weren't thinkin',28,2017
,,reputation,Getaway Car,And I was just drinkin',29,2017
,,reputation,Getaway Car,"Well, he was runnin' after us, I was screamin', ""Go, go, go!""",30,2017
,,reputation,Getaway Car,"But with three of us, honey, it's a sideshow",31,2017
,,reputation,Getaway Car,And a circus ain't a love story,32,2017
,,reputation,Getaway Car,And now we're both sorry (we're both sorry),33,2017
,,reputation,Getaway Car,X marks the spot where we fell apart,34,2017
,,reputation,Getaway Car,"He poisoned the well, every man for himself",35,2017
,,reputation,Getaway Car,"I knew it from the first Old Fashioned, we were cursed",36,2017
,,reputation,Getaway Car,It hit you like a shotgun shot to the heart,37,2017
,,reputation,Getaway Car,(Oh!),38,2017
,,reputation,Getaway Car,You were drivin' the getaway car,39,2017
,,reputation,Getaway Car,"We were flyin', but we'd never get far",40,2017
,,reputation,Getaway Car,Don't pretend it's such a mystery,41,2017
,,reputation,Getaway Car,Think about the place where you first met me,42,2017
,,reputation,Getaway Car,Ridin' in a getaway car,43,2017
,,reputation,Getaway Car,There were sirens in the beat of your heart,44,2017
,,reputation,Getaway Car,Shoulda' known I'd be the first to leave,45,2017
,,reputation,Getaway Car,Think about the place where you first met me,46,2017
,,reputation,Getaway Car,"In a getaway car, oh-oh-oh",47,2017
,,reputation,Getaway Car,"No, they never get far, oh-oh-ahh",48,2017
,,reputation,Getaway Car,"No, nothing good starts in a getaway car",49,2017
,,reputation,Getaway Car,"We were jet-set, Bonnie and Clyde (oh-oh)",50,2017
,,reputation,Getaway Car,Until I switched to the other side,51,2017
,,reputation,Getaway Car,To the other si-i-i-i-ide,52,2017
,,reputation,Getaway Car,It's no surprise I turned you in (oh-oh),53,2017
,,reputation,Getaway Car,'Cause us traitors never win,54,2017
,,reputation,Getaway Car,I'm in a getaway car,55,2017
,,reputation,Getaway Car,I left you in a motel bar,56,2017
,,reputation,Getaway Car,Put the money in a bag and I stole the keys,57,2017
,,reputation,Getaway Car,That was the last time you ever saw me,58,2017
,,reputation,Getaway Car,(Oh!),59,2017
,,reputation,Getaway Car,Drivin' the getaway car,60,2017
,,reputation,Getaway Car,"We were flyin', but we never get far (don't pretend)",61,2017
,,reputation,Getaway Car,Don't pretend it's such a mystery,62,2017
,,reputation,Getaway Car,Think about the place where you first met me,63,2017
,,reputation,Getaway Car,Ridin' in a getaway car,64,2017
,,reputation,Getaway Car,There were sirens in the beat of your heart (shoulda' known),65,2017
,,reputation,Getaway Car,Shoulda' known I'd be the first to leave,66,2017
,,reputation,Getaway Car,Think about the place where you first met me,67,2017
,,reputation,Getaway Car,"In a getaway car, oh-oh-oh",68,2017
,,reputation,Getaway Car,"No, they never get far, oh-oh-ahh",69,2017
,,reputation,Getaway Car,"No, nothing good starts in a getaway car",70,2017
,,reputation,Getaway Car,I was ridin' in a getaway car,71,2017
,,reputation,Getaway Car,I was cryin' in a getaway car,72,2017
,,reputation,Getaway Car,I was dyin' in a getaway car,73,2017
,,reputation,Getaway Car,Said goodbye in a getaway car,74,2017
,,reputation,Getaway Car,Ridin' in a getaway car,75,2017
,,reputation,Getaway Car,I was cryin' in a getaway car,76,2017
,,reputation,Getaway Car,I was dyin' in a getaway car,77,2017
,,reputation,Getaway Car,Said goodbye in a getaway car,78,2017
,,reputation,King of My Heart,"I'm perfectly fine, I live on my own",1,2017
,,reputation,King of My Heart,"I made up my mind, I'm better off bein' alone",2,2017
,,reputation,King of My Heart,We met a few weeks ago,3,2017
,,reputation,King of My Heart,"Now you try on callin' me baby, like tryin' on clothes",4,2017
,,reputation,King of My Heart,"Salute to me, I'm your American Queen",5,2017
,,reputation,King of My Heart,And you move to me like I'm a Motown beat,6,2017
,,reputation,King of My Heart,And we rule the kingdom inside my room,7,2017
,,reputation,King of My Heart,'Cause all the boys and their expensive cars,8,2017
,,reputation,King of My Heart,With their Range Rovers and their Jaguars,9,2017
,,reputation,King of My Heart,Never took me quite where you do,10,2017
,,reputation,King of My Heart,"And all at once, you are the one I have been waiting for",11,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",12,2017
,,reputation,King of My Heart,"And all at once, you're all I want, I'll never let you go",13,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",14,2017
,,reputation,King of My Heart,"And all at once, I've been waiting, waiting",15,2017
,,reputation,King of My Heart,"Ooh whoa, ooh whoa",16,2017
,,reputation,King of My Heart,"And all at once, you are the one, I have been waiting, waiting",17,2017
,,reputation,King of My Heart,"Body and soul, ooh whoa",18,2017
,,reputation,King of My Heart,And all at once,19,2017
,,reputation,King of My Heart,"Late in the night, the city's asleep",20,2017
,,reputation,King of My Heart,"Your love is a secret I'm hoping, dreaming, dying to keep",21,2017
,,reputation,King of My Heart,Change my priorities,22,2017
,,reputation,King of My Heart,The taste of your lips is my idea of luxury,23,2017
,,reputation,King of My Heart,"Salute to me, I'm your American Queen",24,2017
,,reputation,King of My Heart,And you move to me like I'm a Motown beat,25,2017
,,reputation,King of My Heart,And we rule the kingdom inside my room,26,2017
,,reputation,King of My Heart,"(Inside my room, oh)",27,2017
,,reputation,King of My Heart,'Cause all the boys and their expensive cars,28,2017
,,reputation,King of My Heart,With their Range Rovers and their Jaguars,29,2017
,,reputation,King of My Heart,Never took me quite where you do,30,2017
,,reputation,King of My Heart,"And all at once, you are the one I have been waiting for",31,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",32,2017
,,reputation,King of My Heart,"And all at once, you're all I want, I'll never let you go",33,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",34,2017
,,reputation,King of My Heart,"And all at once, I've been waiting, waiting",35,2017
,,reputation,King of My Heart,"Ooh whoa, ooh whoa",36,2017
,,reputation,King of My Heart,"And all at once, you are the one, I have been waiting (waiting), waiting (waiting)",37,2017
,,reputation,King of My Heart,"Body and soul, ooh whoa",38,2017
,,reputation,King of My Heart,And all at once,39,2017
,,reputation,King of My Heart,Is this the end of all the endings?,40,2017
,,reputation,King of My Heart,My broken bones are mending,41,2017
,,reputation,King of My Heart,With all these nights we're spending,42,2017
,,reputation,King of My Heart,Up on the roof with a school girl crush,43,2017
,,reputation,King of My Heart,Drinking beer out of plastic cups,44,2017
,,reputation,King of My Heart,"Say you fancy me, not fancy stuff",45,2017
,,reputation,King of My Heart,"Baby, all at once, this is enough",46,2017
,,reputation,King of My Heart,"And all at once, you are the one I have been waiting for",47,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",48,2017
,,reputation,King of My Heart,"And all at once, you are the one I have been waiting for",49,2017
,,reputation,King of My Heart,"King of my heart, body, and soul, ooh whoa",50,2017
,,reputation,King of My Heart,"And all at once, you're all I want, I'll never let you go",51,2017
,,reputation,King of My Heart,"King of my heart (my heart), body, and soul (my soul), ooh whoa",52,2017
,,reputation,King of My Heart,"And all at once, I've been waiting, waiting",53,2017
,,reputation,King of My Heart,"Ooh whoa, ooh whoa (ooh whoa)",54,2017
,,reputation,King of My Heart,"And all at once, 'cause you're the one I have been waiting, waiting",55,2017
,,reputation,King of My Heart,"Body and soul, ooh whoa",56,2017
,,reputation,King of My Heart,And all at once,57,2017
,,reputation,Dancing With Our Hands Tied,"I, I loved you in secret",1,2017
,,reputation,Dancing With Our Hands Tied,"First sight, yeah, we love without reason",2,2017
,,reputation,Dancing With Our Hands Tied,"Oh, twenty-five years old",3,2017
,,reputation,Dancing With Our Hands Tied,"Oh, how were you to know? And",4,2017
,,reputation,Dancing With Our Hands Tied,"My, my love had been frozen",5,2017
,,reputation,Dancing With Our Hands Tied,"Deep blue, but you painted me golden",6,2017
,,reputation,Dancing With Our Hands Tied,"Oh, and you held me close",7,2017
,,reputation,Dancing With Our Hands Tied,"Oh, how was I to know? I–",8,2017
,,reputation,Dancing With Our Hands Tied,Could've spent forever with your hands in my pockets,9,2017
,,reputation,Dancing With Our Hands Tied,Picture of your face in an invisible locket,10,2017
,,reputation,Dancing With Our Hands Tied,You said there was nothing in the world that could stop it,11,2017
,,reputation,Dancing With Our Hands Tied,I had a bad feeling,12,2017
,,reputation,Dancing With Our Hands Tied,"And darling, you had turned my bed into a sacred oasis",13,2017
,,reputation,Dancing With Our Hands Tied,"People started talking, putting us through our paces",14,2017
,,reputation,Dancing With Our Hands Tied,I knew there was no one in the world who could take it,15,2017
,,reputation,Dancing With Our Hands Tied,I had a bad feeling,16,2017
,,reputation,Dancing With Our Hands Tied,But we were dancing,17,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",18,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",19,2017
,,reputation,Dancing With Our Hands Tied,"Like it was the first time, first time",20,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",21,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",22,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",23,2017
,,reputation,Dancing With Our Hands Tied,And I had a bad feeling,24,2017
,,reputation,Dancing With Our Hands Tied,But we were dancing,25,2017
,,reputation,Dancing With Our Hands Tied,"I, I loved you in spite of",26,2017
,,reputation,Dancing With Our Hands Tied,Deep fears that the world would divide us,27,2017
,,reputation,Dancing With Our Hands Tied,"So, baby, can we dance?",28,2017
,,reputation,Dancing With Our Hands Tied,"Oh, through an avalanche? And",29,2017
,,reputation,Dancing With Our Hands Tied,"Say, say that we got it",30,2017
,,reputation,Dancing With Our Hands Tied,"I'm a mess, but I'm the mess that you wanted",31,2017
,,reputation,Dancing With Our Hands Tied,"Oh, 'cause it's gravity",32,2017
,,reputation,Dancing With Our Hands Tied,"Oh, keeping you with me, I–",33,2017
,,reputation,Dancing With Our Hands Tied,Could've spent forever with your hands in my pockets,34,2017
,,reputation,Dancing With Our Hands Tied,Picture of your face in an invisible locket,35,2017
,,reputation,Dancing With Our Hands Tied,You said there was nothing in the world that could stop it,36,2017
,,reputation,Dancing With Our Hands Tied,I had a bad feeling,37,2017
,,reputation,Dancing With Our Hands Tied,But we were dancing,38,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",39,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",40,2017
,,reputation,Dancing With Our Hands Tied,"Like it was the first time, first time",41,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",42,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",43,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",44,2017
,,reputation,Dancing With Our Hands Tied,(Knew we had our hands tied),45,2017
,,reputation,Dancing With Our Hands Tied,And I had a bad feeling,46,2017
,,reputation,Dancing With Our Hands Tied,But we were dancing,47,2017
,,reputation,Dancing With Our Hands Tied,I'd kiss you as the lights went out,48,2017
,,reputation,Dancing With Our Hands Tied,Swaying as the room burned down,49,2017
,,reputation,Dancing With Our Hands Tied,I'd hold you as the water rushes in,50,2017
